model,transformed_feature,coefficient,abs_coefficient,test_session
ProvenanceConditionedHazard,num__reconstructed__graph_progress_30s_m,-0.8084992545584486,0.8084992545584486,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__snap_distance_m,0.7871161777967405,0.7871161777967405,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__euclidean_remaining_m,0.7373059258001776,0.7373059258001776,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_10,-0.6912023098079145,0.6912023098079145,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_remaining_m,-0.6737813339921859,0.6737813339921859,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__route_completion,0.6682230973380243,0.6682230973380243,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__node_intersection,0.6468338160155597,0.6468338160155597,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__edge_lateral_error_m,-0.6161253316615607,0.6161253316615607,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__route_recorded,-0.6053866108250219,0.6053866108250219,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__route_reconstructed,0.6053866108250087,0.6053866108250087,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__route_source_reconstructed_shortest,-0.5799668568652749,0.5799668568652749,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__route_source_recorded,-0.5686545036041799,0.5686545036041799,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__node_degree,-0.5542898693568773,0.5542898693568773,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__power_std_10s,0.5194344064565362,0.5194344064565362,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__edge_progress_fraction,-0.5036411213880456,0.5036411213880456,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__speed_mps,-0.49835431240453304,0.49835431240453304,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__stop_share_10s,-0.4827511382502823,0.4827511382502823,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__node_degree,-0.4680968518416345,0.4680968518416345,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__edge_remaining_m,-0.4649447544699489,0.4649447544699489,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_progress_10s_m,0.4599109725453773,0.4599109725453773,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__node_intersection,-0.41789238770420645,0.41789238770420645,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_12,0.40897265608870426,0.40897265608870426,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_progress_5s_m,-0.40883996318263427,0.40883996318263427,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_progress_rate_mps,-0.40883996318259563,0.40883996318259563,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_progress_3s_m,0.40287128202410255,0.40287128202410255,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__edge_dwell_s,-0.3815755658188988,0.3815755658188988,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__route_completion,-0.3519116032619609,0.3519116032619609,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__edge_progress_fraction,-0.32880053196936665,0.32880053196936665,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__node_station,-0.31647927901446676,0.31647927901446676,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__short_causal_hold,-0.3038737844690639,0.3038737844690639,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__observed_sample,0.30387378446905433,0.30387378446905433,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__euclidean_progress_rate_mps,0.29435811683830587,0.29435811683830587,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__euclidean_progress_5s_m,0.2943581168383013,0.2943581168383013,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__seconds_since_observed,-0.28395535202827465,0.28395535202827465,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__node_station,-0.28292826895289536,0.28292826895289536,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__node_corridor,-0.2619194380442212,0.2619194380442212,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,cat__hazard_bin_11,-0.2438720931812353,0.2438720931812353,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__stop_share_5s,0.22771754920273618,0.22771754920273618,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_30s_m,-0.21791329023998526,0.21791329023998526,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__edge_lateral_error_m,-0.20348974412063214,0.20348974412063214,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__speed_mean_5s,-0.18996189617501735,0.18996189617501735,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__wheel_abs_diff,-0.1760616405544738,0.1760616405544738,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__voltage_mv,-0.16866424147195158,0.16866424147195158,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__soc_drop_30s,0.14452807488592434,0.14452807488592434,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__soc_drop_10s,-0.13582440817445904,0.13582440817445904,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__node_corridor,0.11562352026891931,0.11562352026891931,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_10s_m,-0.10053405549880469,0.10053405549880469,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__graph_progress_1s_m,0.07864718360518831,0.07864718360518831,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__power_mean_10s,0.05972025363409928,0.05972025363409928,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__edge_dwell_s,-0.05266813318759297,0.05266813318759297,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__reconstructed__edge_remaining_m,-0.04560783630440992,0.04560783630440992,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__soc,-0.039623314012365386,0.039623314012365386,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_5s_m,-0.031051864346796555,0.031051864346796555,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_rate_mps,-0.03105186434679526,0.03105186434679526,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_3s_m,0.020660693807796306,0.020660693807796306,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__recorded__graph_progress_1s_m,0.017101075595163776,0.017101075595163776,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__graph_context_available,0.0,0.0,S3_MEDIUM_SOC_WHOLETESTING
ProvenanceConditionedHazard,num__telemetry_available,0.0,0.0,S3_MEDIUM_SOC_WHOLETESTING
TelemetryHazard,cat__hazard_bin_1,-2.446073306949316,2.446073306949316,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_3,-2.2170438674173205,2.2170438674173205,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__voltage_mv,2.1952536124332838,2.1952536124332838,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_2,-2.1655669910157753,2.1655669910157753,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_4,-2.0858921541922957,2.0858921541922957,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_5,-1.9918994394233493,1.9918994394233493,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_17,1.9555414865856122,1.9555414865856122,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_18,1.8521751651089233,1.8521751651089233,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_16,1.8489752857793902,1.8489752857793902,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_15,1.8341346283769469,1.8341346283769469,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_14,1.8058282911033947,1.8058282911033947,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_6,-1.7847979246623702,1.7847979246623702,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_19,1.7109775901584179,1.7109775901584179,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_13,1.6994419352117616,1.6994419352117616,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_20,1.6749967632252725,1.6749967632252725,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__power_mean_10s,-1.5975030409947086,1.5975030409947086,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_7,-1.5101175567432212,1.5101175567432212,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__soc,-1.4534231432961697,1.4534231432961697,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__seconds_since_observed,-1.2785402701417614,1.2785402701417614,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_12,1.2759115490371882,1.2759115490371882,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_8,-1.1953369931688242,1.1953369931688242,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__power_w,-1.093572967153407,1.093572967153407,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_9,-0.8010492194971413,0.8010492194971413,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__stop_share_5s,0.7105955737037892,0.7105955737037892,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__observed_sample,-0.6198512576296477,0.6198512576296477,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__short_causal_hold,0.6198512576296349,0.6198512576296349,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__speed_mean_10s,0.5597114453374048,0.5597114453374048,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__speed_std_10s,-0.4829102196905236,0.4829102196905236,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_11,0.48058543134615,0.48058543134615,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__stop_share_10s,-0.47691758228147796,0.47691758228147796,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__stop_share_30s,-0.4190512524599251,0.4190512524599251,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__position_confidence,0.3131510586224869,0.3131510586224869,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__speed_mean_30s,-0.2114447419596955,0.2114447419596955,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__power_std_10s,0.19186634141389922,0.19186634141389922,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,cat__hazard_bin_10,-0.18987925048366353,0.18987925048366353,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__soc_drop_10s,0.13786151626935236,0.13786151626935236,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__soc_drop_30s,-0.10671668230765656,0.10671668230765656,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__speed_mps,-0.032981603289028626,0.032981603289028626,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__speed_mean_5s,0.027490674760851947,0.027490674760851947,S4_SAFETY_RICH_NAVEEN12
TelemetryHazard,num__telemetry_available,0.0,0.0,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_1,-2.7055195044903746,2.7055195044903746,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_3,-2.5761411825155136,2.5761411825155136,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_2,-2.467875925778097,2.467875925778097,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_4,-2.366590045766691,2.366590045766691,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_remaining_m,-2.259068039196714,2.259068039196714,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_5,-2.2393869820880776,2.2393869820880776,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_17,2.1330113338847605,2.1330113338847605,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__voltage_mv,2.127643521029848,2.127643521029848,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_20,2.0115908054745413,2.0115908054745413,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_18,2.0078675967178263,2.0078675967178263,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_6,-1.9310014966079612,1.9310014966079612,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_16,1.9150461441480662,1.9150461441480662,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_15,1.91142652268824,1.91142652268824,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_19,1.9081330083684516,1.9081330083684516,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__seconds_since_observed,-1.9064061140715787,1.9064061140715787,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_14,1.895556609437373,1.895556609437373,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_13,1.7091366676590283,1.7091366676590283,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__soc,-1.6312092924050416,1.6312092924050416,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_7,-1.5771488503322613,1.5771488503322613,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_12,1.379762842927204,1.379762842927204,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__speed_mean_30s,1.334978366424688,1.334978366424688,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__power_mean_10s,-1.2467504445017945,1.2467504445017945,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_8,-1.2216497751077053,1.2216497751077053,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__power_w,-1.0781537432115835,1.0781537432115835,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__euclidean_remaining_m,1.0491830477183528,1.0491830477183528,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__stop_share_30s,0.9991369800074686,0.9991369800074686,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__route_source_reconstructed_shortest,-0.972297400387591,0.972297400387591,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__short_causal_hold,0.921080641535782,0.921080641535782,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__observed_sample,-0.9210806415357602,0.9210806415357602,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__route_completion,-0.8984101166393679,0.8984101166393679,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__speed_std_10s,-0.7879969482612315,0.7879969482612315,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__node_degree,0.7858526088461728,0.7858526088461728,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_9,-0.7812997764672436,0.7812997764672436,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__speed_mean_5s,-0.5849844316291642,0.5849844316291642,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__speed_mean_10s,0.5549592854652017,0.5549592854652017,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_11,0.5304109192046228,0.5304109192046228,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__edge_dwell_s,-0.3914216343233431,0.3914216343233431,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__position_confidence,0.35753509059727445,0.35753509059727445,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__edge_lateral_error_m,0.34269055254597863,0.34269055254597863,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__route_source_recorded,0.3269462035059382,0.3269462035059382,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__node_corridor,0.3114796718935377,0.3114796718935377,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_30s_m,0.25498553116867084,0.25498553116867084,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__node_intersection,-0.24527705275666176,0.24527705275666176,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__power_std_10s,0.24309537587820054,0.24309537587820054,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__stop_share_5s,0.20662910313150723,0.20662910313150723,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,cat__hazard_bin_10,-0.1806801082379155,0.1806801082379155,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__stop_share_10s,0.1581477553661908,0.1581477553661908,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__speed_mps,-0.1499255729970406,0.1499255729970406,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_5s_m,-0.1417260245706386,0.1417260245706386,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_rate_mps,-0.1417260245706239,0.1417260245706239,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__euclidean_progress_rate_mps,0.1384966062816621,0.1384966062816621,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__euclidean_progress_5s_m,0.13849660628165403,0.13849660628165403,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__edge_progress_fraction,0.101760430738616,0.101760430738616,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__node_station,-0.09581520773786757,0.09581520773786757,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__edge_remaining_m,-0.08952747181071112,0.08952747181071112,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_1s_m,-0.06974656298181668,0.06974656298181668,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_10s_m,0.059230333520972685,0.059230333520972685,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__graph_progress_3s_m,-0.05141440433846727,0.05141440433846727,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__soc_drop_10s,0.04442944431132304,0.04442944431132304,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__soc_drop_30s,0.017063638208281624,0.017063638208281624,S4_SAFETY_RICH_NAVEEN12
UngatedGraphHazard,num__telemetry_available,0.0,0.0,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_1,-2.657277715107971,2.657277715107971,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_3,-2.5690689357728096,2.5690689357728096,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__graph_remaining_m,-2.4790281076267444,2.4790281076267444,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_2,-2.447297535426437,2.447297535426437,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_4,-2.3634644308418733,2.3634644308418733,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_5,-2.2447690439079357,2.2447690439079357,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_17,2.1493905298425666,2.1493905298425666,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__voltage_mv,2.0941650968488386,2.0941650968488386,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_18,2.008606524391704,2.008606524391704,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_20,2.003897000586922,2.003897000586922,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__seconds_since_observed,-1.9947382308856088,1.9947382308856088,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_16,1.9426670647058688,1.9426670647058688,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_6,-1.934365922588106,1.934365922588106,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_19,1.9051417090640617,1.9051417090640617,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_15,1.8508353891613454,1.8508353891613454,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_14,1.8389061773397017,1.8389061773397017,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_13,1.7442967702393637,1.7442967702393637,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_7,-1.5731498259927115,1.5731498259927115,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__soc,-1.569427346784557,1.569427346784557,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_12,1.4001864302917635,1.4001864302917635,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__speed_mean_30s,1.3713373062482592,1.3713373062482592,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__power_mean_10s,-1.2655988986568414,1.2655988986568414,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__euclidean_remaining_m,1.2140653796011431,1.2140653796011431,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_8,-1.2068238523097348,1.2068238523097348,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__power_w,-1.0741250046512298,1.0741250046512298,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__stop_share_30s,1.0425581189660198,1.0425581189660198,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__edge_progress_fraction,-0.9671163288671891,0.9671163288671891,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__observed_sample,-0.9611682321808434,0.9611682321808434,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__short_causal_hold,0.9611682321808288,0.9611682321808288,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__route_completion,-0.9441936610816064,0.9441936610816064,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__graph_remaining_m,-0.9281027846944255,0.9281027846944255,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__snap_distance_m,0.8978649273824478,0.8978649273824478,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__node_degree,0.8481914068216795,0.8481914068216795,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__edge_remaining_m,-0.8464412063376591,0.8464412063376591,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__speed_std_10s,-0.8085558998664757,0.8085558998664757,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_9,-0.7733609303433326,0.7733609303433326,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__edge_lateral_error_m,-0.7486238353016305,0.7486238353016305,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__speed_mean_5s,-0.6817419039147791,0.6817419039147791,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__speed_mean_10s,0.5467931025962596,0.5467931025962596,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_11,0.546254786035446,0.546254786035446,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__route_source_recorded,-0.5433140987900814,0.5433140987900814,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__graph_progress_10s_m,0.47232277613510454,0.47232277613510454,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__node_station,-0.4006531627652059,0.4006531627652059,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__edge_lateral_error_m,-0.39736965807165797,0.39736965807165797,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__edge_dwell_s,-0.39211287433063235,0.39211287433063235,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__position_confidence,0.3840431909492841,0.3840431909492841,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__node_corridor,0.3670633548688982,0.3670633548688982,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__graph_progress_30s_m,0.3612099773587401,0.3612099773587401,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__reconstructed__node_degree,0.3280166536919221,0.3280166536919221,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__node_station,-0.2823990857305487,0.2823990857305487,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__power_std_10s,0.26510898152743,0.26510898152743,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__graph_progress_30s_m,0.2477365309696247,0.2477365309696247,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,cat__hazard_bin_10,-0.1930610421328789,0.1930610421328789,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__node_intersection,-0.1689375641902476,0.1689375641902476,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__speed_mps,-0.16752094367611042,0.16752094367611042,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__graph_progress_5s_m,-0.1581298974496981,0.1581298974496981,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__graph_progress_rate_mps,-0.15812989744969264,0.15812989744969264,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__recorded__edge_progress_fraction,0.15077584276378003,0.15077584276378003,S4_SAFETY_RICH_NAVEEN12
ProvenanceConditionedHazard,num__stop_share_5s,0.1413750109968549,0.1413750109968549,S4_SAFETY_RICH_NAVEEN12
